uid,bd_earner_only,bd_members_respfor,bd_bizsector,e_total_employees,e_fulltime_employees,e_parttime_employees,e_casual_employees,e_male_employees,e_female_employees,e_related_employees,e_refugees_employees,Howmanyemployeesarefromthe,sr_bank_account,sr_pri_inc_sourcs,sr_access_newfunds,IfYesinQ31howhaveyouacce,sr_access,sr_access_1,sr_access_2,sr_access_3,sr_access_4,sr_access_5,sr_access_6,sr_access_7,sr_access_8,sr_access_9,sr_access_no,Onaveragehowmanycustomersd,sr_customers_hwmny,OUTLIERCHECKONTHENUMBEROFC,sr_customers_main,sr_records_keepb,sr_mnthly_sales_total,OUTLIERCHECKONTHEAVERAGEMON,sr_fluctuations,sr_revstreams_most,sr_revstreams_least,BI,BJ,BK,BL,Onascaleof1to5where1me,knwrate_sales,knwrate_ops_mgt,knwrate_invent_mgt,knwrate_bkeeping,knwrate_cashflow,skill_imprv1,skill_imprv2,skill_imprv3,skill_imprv4,Howmanymealsdoesyourhouseho,liv_meals_number_base,Inthelast4monthsdidyoubu,liv_assetsbght_4mnths,liv_cookingfuel,CB,CC,liv_expnseschl_3mnths,liv_expnsecooking,liv_expnsehhclthng,liv_expnserent,liv_expnsetrans_comm,aec_knowledge
part/KE16012104787,Yes,3,Fashion,5,5,0,0,2,2,0,1,3,Yes,My Own Business,Yes,Personal Savings,Personal Savings,0,200000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),Yes,10000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,3,4,Sales,Investment Readiness (How Ready Are You For Inves,,,,Three Times And More,Once A Week,None,Gas,Charcoal,,0,1500,5000,3000,1500,Fellow Entrepreneur/Business Owner
part/KE16012104788,Yes,3,Malimali,4,4,0,0,3,1,1,1,3,Yes,My Own Business,No,,Personal Savings,0,500,0,0,0,46000,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,1000000,Outlier,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,2,2,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Three Times And More,Twice A Week,None,Gas,Charcoal,,4000,2000,2000,8000,2000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104789,Yes,4,Shop & Retail,1,1,0,0,1,0,0,0,1,Yes,My Own Business,No,,None,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,3000,Outlier,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,450000,Outlier,"Yes, Somewhat Flactuating",October,March,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,1,1,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,8000,600,0,19000,3000,Aec-Kenya Staff
part/KE16012104790,Yes,4,Malimali,2,2,0,0,2,0,0,1,1,Yes,My Own Business,No,,Personal Savings,0,70000,0,0,0,4000,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,150000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Twice A Day,Once A Week,None,Gas,,,5000,1300,2000,5000,2000,Aec-Kenya Staff
part/KE16012104791,Yes,2,Shop & Retail,3,1,2,2,2,0,0,0,2,Yes,"My Own Business, Unhcr Stipend",No,,Loan From Family/Friends,0,0,0,70000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,100,,"Individuals From The Camp (Refugee Customers), Residents Of Kakuma Town",Yes,30000,,"No, Very Stable",July,January,Competing Expenditure From Other Needs,,,,,4,3,3,4,2,Sales,Operations Management,,,,Three Times And More,Three Times A Week Or More,None,Gas,Charcoal,,0,1900,15000,8000,4500,Neighbors
part/KE16012104792,Yes,1,Shop & Wholesale,1,1,0,0,1,0,0,0,1,No,My Own Business,No,,Personal Savings,0,30000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,30,,Individuals From The Camp (Refugee Customers),No,60000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,3,3,3,3,Sales,Book Keeping,,,,Twice A Day,Once A Week,None,Charcoal,I Do Not Cook - Buy Food From Restaurants/Food Ve,,0,1000,2500,6000,1200,Aec-Kenya Staff
part/KE16012104793,Yes,2,Drinks And Charging,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,3000,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,25000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,3,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,None,None,Charcoal,,,0,900,2000,200,1000,Aec-Kenya Staff
part/KE16012104794,Yes,10,Shop & Retail,1,1,0,0,0,1,0,0,1,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,60000,,"Yes, Somewhat Flactuating",October,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,0,3000,0,1500,Aec-Kenya Staff
part/KE16012104795,Yes,8,Grocery,1,1,0,0,0,1,0,0,1,Yes,My Own Business,No,,Personal Savings,300,5000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,10000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,3,3,2,2,2,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,,Twice A Day,None,None,Firewood,,,300,300,1000,200,500,Aec-Kenya Staff
part/KE16012104796,No,6,Shop & Retail,1,1,0,0,0,1,0,0,1,Yes,My Own Business,No,,She Hasn'T Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,90,,Individuals From The Camp (Refugee Customers),No,9000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,3,3,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,0,3000,0,600,Aec-Kenya Staff
part/KE16012104797,No,7,"Hospitality And Tourism & Art, Crafts, Entertainment",1,1,0,0,0,1,0,0,1,No,My Own Business,No,,Loan From Mfi Or Banks,0,0,0,0,50000,0,0,0,0,I Do Not Need External Credit,I Do Not Need External Credit,10,,Individuals From The Camp (Refugee Customers),No,15000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,3,3,4,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,3000,1000,0,500,Client Is Not Aware About Aec
part/KE16012104798,No,9,Grocery,2,2,0,0,1,1,1,0,2,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,10000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,4,2,3,3,Sales,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,,Once A Day,Once A Week,None,Firewood,,,400,500,1000,200,500,Aec-Kenya Staff
part/KE16012104799,Yes,10,Shop & Retail,1,1,0,0,0,0,0,0,0,Yes,My Own Business,Yes,Personal Savings,Personal Savings,0,5000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,400,,Individuals From The Camp (Refugee Customers),Yes,7000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,5,4,4,4,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,25000,2100,0,2500,800,Aec-Kenya Staff
part/KE16012104800,No,5,Grocery,2,2,0,0,1,1,1,2,0,Yes,My Own Business,Yes,Personal Savings,Personal Savings,0,0,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,2,2,4,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Once A Week,None,Charcoal,,,0,700,1000,200,800,Aec-Kenya Staff
part/KE16012104801,Yes,7,Fashion,3,3,0,0,2,0,1,2,0,Yes,My Own Business,No,,Loan From Saving Groups,0,0,100000,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),No,15000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,Investment Readiness (How Ready Are You For Inves,,,,Twice A Day,Once A Week,None,Charcoal,,,0,1400,0,0,1000,Aec-Kenya Staff
part/KE16012104802,No,4,Grocery,1,1,0,0,0,1,0,0,1,Yes,My Own Business,No,,Personal Savings,0,5000,0,0,0,0,0,0,0,"I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable, Small Business",I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,800,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,10000,,"Yes, Strongly Flactuating",December,Februrary,Poor Weather,Competing Expenditure From Other Needs,Disruption Of Supply Chain,,,2,2,3,3,3,Sales,Operations Management,Cash Flow And Inventory Management,,,Three Times And More,Twice A Week,"Radio Or Television, Gas",Gas,Charcoal,,10000,2000,3000,2500,1500,Aec-Kenya Staff
part/KE16012104803,Yes,4,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,10000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,10,,Individuals From The Camp (Refugee Customers),No,3000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,3,4,4,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,800,0,0,500,Client Is Not Aware About Aec
part/KE16012104804,No,9,Shop & Retail,1,1,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,3000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,30,,Individuals From The Camp (Refugee Customers),No,60000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,4,3,Sales,Operations Management,,,,Three Times And More,Three Times A Week Or More,Radio Or Television,Firewood,Charcoal,,0,1400,8000,0,600,Fellow Entrepreneur/Business Owner
part/KE16012104805,Yes,6,Shop & Retail,1,1,0,0,0,0,0,0,0,No,My Own Business,No,,Personal Savings,0,2000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),No,9000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,Calamities/ Pandemic,,,,4,4,4,4,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,0,1400,0,0,700,Aec-Kenya Staff
part/KE16012104806,No,8,Shop & Retail,1,1,0,0,0,0,0,0,0,No,My Own Business,Yes,Personal Savings,Personal Savings,0,2000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,Individuals From The Camp (Refugee Customers),Yes,12000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,0,1400,0,0,600,Client Is Not Aware About Aec
part/KE16012104807,Yes,3,Shop & Wholesale,3,3,0,0,2,0,0,1,1,Yes,My Own Business,No,,Personal Savings,0,30000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,50,,"Individuals From The Camp (Refugee Customers), Small And Medium Businesses",Yes,50000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,3,3,Sales,Book Keeping,,,,Twice A Day,Twice A Week,None,Charcoal,,,0,1400,4000,2500,1500,Aec-Kenya Staff
part/KE16012104808,Yes,2,Manufacturing,3,3,0,0,2,0,0,2,0,Yes,My Own Business,No,,Personal Savings,0,100000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),Yes,90000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,Investment Readiness (How Ready Are You For Inves,,,,Twice A Day,Once A Week,None,Charcoal,,,0,700,0,0,1500,Fellow Entrepreneur/Business Owner
part/KE16012104809,No,4,Shop & Retail,2,2,0,1,1,0,0,0,1,Yes,My Own Business,No,,Personal Savings,0,0,80000,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,500,,Individuals From The Camp (Refugee Customers),Yes,9000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,5,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,6900,1400,1500,0,1000,Aec-Kenya Staff
part/KE16012104810,Yes,1,Personal Services,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,None,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,9000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,2,1,1,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,600,0,0,1000,Aec-Kenya Staff
part/KE16012104811,No,9,Grocery,2,1,1,0,0,2,1,2,0,No,My Own Business,No,,"Personal Savings, Loan From Family/Friends",0,10000,0,20000,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,9000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,2,2,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Firewood,,,300,500,2000,200,600,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104812,No,2,Shop & Retail,2,2,0,1,2,2,0,2,0,No,My Own Business,No,,Loan From Family/Friends,0,0,0,50000,0,0,0,0,0,"I Do Not Qualify For Credit, Or I Applied And Was Rejected","I Do Not Qualify For Credit, Or I Applied And Was Rejected",50,,Individuals From The Camp (Refugee Customers),Yes,5000,,"No, Somewhat Stable",April,January,Competing Expenditure From Other Needs,,,,,4,3,2,3,3,Sales,,,,,Twice A Day,Twice A Week,Radio Or Television,Charcoal,,,0,700,3000,0,1500,The Client Has No Idea About Aec
part/KE16012104813,No,4,Shop & Retail,2,2,0,0,1,1,0,0,2,Yes,My Own Business,No,,None,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,15000,,"Yes, Somewhat Flactuating",October,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,1,1,1,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,600,5000,6000,3000,Aec-Kenya Staff
part/KE16012104814,No,4,Shop & Retail,1,1,0,0,0,0,0,0,0,Yes,My Own Business,Yes,Personal Savings,Personal Savings,0,4000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),Yes,30000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,Investment Readiness (How Ready Are You For Inves,,,,Twice A Day,Once A Week,None,Charcoal,,,5000,700,0,3500,1000,Aec-Kenya Staff
part/KE16012104815,Yes,6,Both Whole Sale And Retail,1,1,0,1,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,300000,0,0,0,0,0,0,0,"I Do Not Qualify For Credit, Or I Applied And Was Rejected","I Do Not Qualify For Credit, Or I Applied And Was Rejected",10,,Individuals From The Camp (Refugee Customers),Yes,25000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,3,3,3,2,Sales,,,,,Three Times And More,Three Times A Week Or More,None,Firewood,Charcoal,,0,2800,5000,5000,600,Aec-Kenya Staff
part/KE16012104816,Yes,5,Shop & Retail,2,2,0,0,0,1,0,1,0,Yes,My Own Business,No,,Loan From Family/Friends,0,0,0,90000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),No,30000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,Calamities/ Pandemic,,,,4,4,4,4,4,Sales,,,,,Three Times And More,Twice A Week,None,Firewood,Charcoal,,3900,2100,25000,0,1500,Aec-Kenya Staff
part/KE16012104817,Yes,8,Shop & Retail,1,1,0,0,1,1,0,1,0,No,My Own Business,No,,Personal Savings,0,50000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,20,,Individuals From The Camp (Refugee Customers),No,5000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,3,4,3,Sales,,,,,Three Times And More,Three Times A Week Or More,None,Firewood,Charcoal,,0,700,6000,0,1000,Fellow Entrepreneur/Business Owner
part/KE16012104818,Yes,6,Shop & Retail,1,1,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,20000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,10,,Individuals From The Camp (Refugee Customers),No,5000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,3,3,3,3,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,0,1400,0,0,500,The Client Is Not Aware About Aec
part/KE16012104819,Yes,5,Shop & Retail,2,2,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,1000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,Individuals From The Camp (Refugee Customers),No,5000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,4,3,Sales,,,,,Three Times And More,Three Times A Week Or More,None,Firewood,Charcoal,,0,1300,0,0,1000,Client Is Not Aware About Aec
part/KE16012104820,Yes,5,Shop & Retail,2,2,0,0,1,0,0,0,1,Yes,My Own Business,No,,Personal Savings,0,55000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,50,,Individuals From The Camp (Refugee Customers),No,5000,,"Yes, Strongly Flactuating",January,December,Competing Expenditure From Other Needs,,,,,2,3,4,3,3,Sales,,,,,Twice A Day,Twice A Week,None,Charcoal,,,0,1400,0,25000,2000,Aec-Kenya Staff
part/KE16012104821,Yes,4,Butchery,2,2,0,0,2,0,0,2,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Somewhat Flactuating",December,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,Disruption Of Supply Chain,,,3,2,2,2,2,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,,Twice A Day,Twice A Week,None,Firewood,Charcoal,,6000,1100,3000,200,600,Aec-Kenya Staff
